,c_0,c_18,c_37,c_45
variant_23920,65.0,11.0,0.0,5.0
variant_23921,920.0,105.0,54.0,70.0
variant_23922,2769.0,290.0,314.0,280.0
variant_23923,11.0,2.0,0.0,0.0
variant_23924,361.0,38.0,31.0,14.0
variant_23925,732.0,76.0,56.0,23.0
variant_23926,115.0,2.0,3.0,0.0
variant_23927,442.0,39.0,45.0,28.0
variant_23928,556.0,55.0,36.0,19.0
variant_23929,1029.0,273.0,341.0,151.0
variant_23930,82.0,8.0,1.0,0.0
variant_23931,232.0,61.0,78.0,41.0
variant_23932,2200.0,375.0,432.0,492.0
variant_23933,958.0,102.0,132.0,149.0
variant_23934,432.0,3.0,0.0,0.0
variant_23935,1795.0,416.0,460.0,289.0
variant_23936,138.0,16.0,29.0,3.0
variant_23937,349.0,67.0,143.0,83.0
variant_23938,1557.0,245.0,417.0,410.0
variant_23939,201.0,30.0,0.0,0.0
variant_23940,999.0,149.0,135.0,110.0
variant_23941,173.0,33.0,76.0,35.0
variant_23942,816.0,123.0,77.0,83.0
variant_23943,587.0,124.0,280.0,242.0
variant_23944,216.0,4.0,0.0,24.0
variant_23945,848.0,108.0,266.0,248.0
variant_23946,226.0,17.0,9.0,3.0
variant_23947,2463.0,386.0,379.0,463.0
variant_23948,1166.0,232.0,256.0,242.0
variant_23949,1271.0,181.0,345.0,303.0
variant_23950,1396.0,258.0,272.0,293.0
variant_23951,319.0,27.0,41.0,4.0
variant_23952,429.0,81.0,171.0,150.0
variant_23953,984.0,103.0,138.0,220.0
variant_23954,1499.0,154.0,92.0,64.0
variant_23955,209.0,9.0,5.0,0.0
variant_23956,2626.0,348.0,350.0,409.0
variant_23957,220.0,42.0,82.0,82.0
variant_23958,83.0,13.0,0.0,2.0
variant_23959,417.0,80.0,20.0,28.0
variant_23960,673.0,189.0,185.0,130.0
variant_23961,639.0,59.0,48.0,29.0
variant_23962,919.0,88.0,17.0,19.0
variant_23963,826.0,112.0,139.0,96.0
variant_23964,182.0,8.0,0.0,10.0
variant_23965,318.0,17.0,10.0,8.0
variant_23966,234.0,6.0,2.0,27.0
variant_23967,243.0,90.0,152.0,78.0
variant_23968,252.0,12.0,10.0,0.0
variant_23969,1443.0,419.0,331.0,235.0
variant_23970,129.0,8.0,5.0,0.0
variant_23971,1013.0,185.0,206.0,176.0
variant_23972,655.0,77.0,121.0,75.0
variant_23973,142.0,13.0,22.0,9.0
variant_23974,961.0,151.0,181.0,94.0
variant_23975,501.0,46.0,115.0,62.0
variant_23976,128.0,14.0,3.0,1.0
variant_23977,644.0,99.0,99.0,45.0
variant_23978,29.0,0.0,15.0,11.0
variant_23979,160.0,15.0,10.0,6.0
variant_23980,1418.0,202.0,316.0,208.0
variant_23981,1080.0,188.0,440.0,296.0
variant_23982,52.0,3.0,0.0,0.0
variant_23983,225.0,13.0,0.0,4.0
variant_23984,353.0,49.0,13.0,6.0
variant_23985,431.0,114.0,200.0,220.0
variant_23986,2080.0,353.0,622.0,444.0
variant_23987,339.0,55.0,16.0,96.0
variant_23988,1597.0,245.0,330.0,253.0
variant_23989,32.0,2.0,14.0,0.0
variant_23990,234.0,27.0,32.0,4.0
variant_23991,1728.0,190.0,207.0,117.0
variant_23992,580.0,76.0,73.0,76.0
variant_23993,113.0,3.0,3.0,8.0
variant_23994,65.0,0.0,12.0,0.0
variant_23995,636.0,143.0,163.0,122.0
variant_23996,914.0,259.0,301.0,153.0
variant_23997,63.0,1.0,10.0,4.0
variant_23998,143.0,0.0,0.0,7.0
variant_23999,1201.0,325.0,392.0,265.0
variant_24000,60.0,13.0,3.0,0.0
variant_24001,1262.0,282.0,433.0,396.0
variant_24002,164.0,22.0,28.0,15.0
variant_24003,135.0,9.0,9.0,3.0
variant_24004,214.0,11.0,19.0,8.0
variant_24005,974.0,152.0,396.0,191.0
variant_24006,6543.0,1323.0,2002.0,1703.0
variant_24007,225.0,70.0,39.0,34.0
variant_24008,187.0,16.0,11.0,14.0
variant_24009,1363.0,260.0,502.0,438.0
variant_24010,433.0,71.0,138.0,114.0
variant_24011,476.0,51.0,9.0,1.0
variant_24012,198.0,0.0,7.0,0.0
variant_24013,1158.0,191.0,150.0,227.0
variant_24014,546.0,80.0,20.0,14.0
variant_24015,96.0,0.0,0.0,12.0
variant_24016,884.0,158.0,248.0,217.0
variant_24017,397.0,141.0,150.0,112.0
variant_24018,257.0,53.0,110.0,144.0
variant_24019,933.0,251.0,460.0,293.0
variant_24020,2923.0,416.0,242.0,283.0
variant_24021,710.0,73.0,22.0,24.0
variant_24022,627.0,155.0,175.0,179.0
variant_24023,620.0,143.0,98.0,73.0
variant_24024,1083.0,316.0,426.0,412.0
variant_24025,86.0,7.0,0.0,3.0
variant_24026,162.0,9.0,6.0,7.0
variant_24027,696.0,137.0,155.0,184.0
variant_24028,251.0,37.0,15.0,2.0
variant_24029,123.0,12.0,20.0,0.0
variant_24030,533.0,179.0,197.0,168.0
variant_24031,96.0,24.0,12.0,3.0
variant_24032,611.0,82.0,35.0,18.0
variant_24033,116.0,18.0,7.0,10.0
variant_24034,197.0,34.0,2.0,15.0
variant_24035,756.0,138.0,175.0,155.0
variant_24036,628.0,46.0,10.0,15.0
variant_24037,750.0,160.0,238.0,156.0
variant_24038,211.0,9.0,20.0,7.0
variant_24039,204.0,3.0,1.0,5.0
variant_24040,805.0,195.0,240.0,151.0
variant_24041,1222.0,366.0,508.0,374.0
variant_24042,3183.0,452.0,427.0,334.0
variant_24043,408.0,82.0,137.0,118.0
variant_24044,604.0,120.0,149.0,105.0
variant_24045,10.0,6.0,0.0,2.0
variant_24046,226.0,12.0,8.0,4.0
variant_24047,54.0,16.0,0.0,4.0
variant_24048,206.0,64.0,105.0,82.0
variant_24049,4706.0,783.0,1018.0,954.0
variant_24050,107.0,0.0,0.0,0.0
variant_24051,700.0,152.0,227.0,158.0
variant_24052,498.0,53.0,66.0,78.0
variant_24053,146.0,0.0,0.0,0.0
variant_24054,107.0,0.0,0.0,0.0
variant_24055,357.0,74.0,55.0,14.0
variant_24056,1296.0,347.0,441.0,294.0
variant_24057,447.0,53.0,1.0,22.0
variant_24058,3126.0,402.0,867.0,639.0
variant_24059,6542.0,898.0,715.0,494.0
variant_24060,333.0,92.0,20.0,30.0
variant_24061,168.0,18.0,31.0,19.0
variant_24062,444.0,20.0,3.0,0.0
variant_24063,37.0,10.0,0.0,0.0
variant_24064,260.0,21.0,0.0,0.0
variant_24065,217.0,15.0,0.0,0.0
variant_24066,443.0,84.0,80.0,14.0
variant_24067,843.0,15.0,1.0,1.0
variant_24068,147.0,19.0,14.0,7.0
variant_24069,274.0,46.0,31.0,4.0
variant_24070,332.0,0.0,0.0,0.0
variant_24071,29.0,3.0,0.0,0.0
variant_24072,251.0,56.0,62.0,64.0
variant_24073,22.0,3.0,0.0,0.0
variant_24074,654.0,89.0,115.0,51.0
variant_24075,121.0,0.0,2.0,1.0
variant_24076,760.0,225.0,104.0,107.0
variant_24077,618.0,112.0,43.0,43.0
variant_24078,166.0,24.0,50.0,45.0
variant_24079,773.0,90.0,71.0,71.0
variant_24080,267.0,33.0,12.0,3.0
variant_24081,1480.0,392.0,535.0,524.0
variant_24082,446.0,46.0,82.0,53.0
variant_24083,695.0,147.0,276.0,350.0
variant_24084,34.0,1.0,0.0,0.0
variant_24085,18.0,7.0,0.0,0.0
variant_24086,3942.0,705.0,595.0,437.0
variant_24087,527.0,100.0,191.0,121.0
variant_24088,791.0,171.0,186.0,168.0
variant_24089,270.0,44.0,7.0,9.0
variant_24090,307.0,54.0,32.0,21.0
variant_24091,1357.0,133.0,58.0,69.0
variant_24092,604.0,21.0,6.0,9.0
variant_24093,136.0,23.0,14.0,4.0
variant_24094,541.0,11.0,3.0,0.0
variant_24095,217.0,16.0,0.0,1.0
variant_24096,428.0,16.0,11.0,6.0
variant_24097,619.0,20.0,0.0,2.0
variant_24098,442.0,94.0,77.0,50.0
variant_24099,688.0,47.0,18.0,18.0
variant_24100,36.0,6.0,0.0,0.0
variant_24101,27.0,7.0,1.0,0.0
variant_24102,1054.0,136.0,71.0,41.0
variant_24103,6225.0,881.0,1150.0,1036.0
variant_24104,66.0,4.0,0.0,0.0
variant_24105,606.0,71.0,57.0,21.0
variant_24106,467.0,50.0,52.0,56.0
variant_24107,1049.0,185.0,424.0,237.0
variant_24108,190.0,40.0,49.0,30.0
variant_24109,327.0,48.0,35.0,2.0
variant_24110,1893.0,232.0,378.0,178.0
variant_24111,111.0,7.0,0.0,5.0
variant_24112,263.0,84.0,64.0,61.0
variant_24113,782.0,174.0,146.0,182.0
variant_24114,189.0,15.0,0.0,0.0
variant_24115,751.0,32.0,81.0,16.0
variant_24116,1451.0,318.0,327.0,294.0
variant_24117,682.0,82.0,105.0,145.0
variant_24118,463.0,26.0,16.0,39.0
variant_24119,1155.0,164.0,343.0,249.0
variant_24120,259.0,97.0,162.0,116.0
variant_24121,153.0,15.0,3.0,6.0
variant_24122,73.0,19.0,26.0,3.0
variant_24123,966.0,210.0,215.0,230.0
variant_24124,327.0,29.0,11.0,3.0
variant_24125,200.0,61.0,36.0,38.0
variant_24126,130.0,12.0,0.0,9.0
variant_24127,31.0,0.0,0.0,0.0
variant_24128,294.0,46.0,15.0,5.0
variant_24129,482.0,99.0,192.0,152.0
variant_24130,1665.0,435.0,690.0,627.0
variant_24131,3128.0,414.0,554.0,651.0
variant_24132,627.0,54.0,8.0,17.0
variant_24133,1645.0,226.0,180.0,56.0
variant_24134,529.0,80.0,88.0,145.0
variant_24135,994.0,188.0,415.0,348.0
variant_24136,1436.0,168.0,269.0,321.0
variant_24137,185.0,46.0,66.0,7.0
variant_24138,89.0,4.0,0.0,1.0
variant_24139,300.0,45.0,163.0,107.0
variant_24140,524.0,39.0,27.0,47.0
variant_24141,1501.0,188.0,220.0,311.0
variant_24142,451.0,14.0,31.0,33.0
variant_24143,54.0,15.0,4.0,4.0
variant_24144,319.0,30.0,26.0,4.0
variant_24145,2464.0,389.0,781.0,835.0
variant_24146,188.0,14.0,24.0,0.0
variant_24147,854.0,68.0,61.0,56.0
variant_24148,1893.0,400.0,645.0,609.0
variant_24149,709.0,58.0,52.0,155.0
variant_24150,1220.0,242.0,337.0,351.0
variant_24151,1.0,4.0,0.0,4.0
variant_24152,210.0,107.0,200.0,176.0
variant_24153,1200.0,150.0,187.0,124.0
variant_24154,823.0,106.0,58.0,23.0
variant_24155,1963.0,271.0,314.0,368.0
variant_24156,512.0,48.0,56.0,40.0
variant_24157,181.0,23.0,147.0,117.0
variant_24158,491.0,39.0,45.0,30.0
variant_24159,372.0,62.0,34.0,63.0
variant_24160,113.0,37.0,39.0,3.0
variant_24161,522.0,53.0,95.0,62.0
variant_24162,1003.0,179.0,271.0,259.0
variant_24163,192.0,30.0,53.0,10.0
variant_24164,1879.0,369.0,555.0,476.0
variant_24165,577.0,57.0,37.0,64.0
variant_24166,1073.0,140.0,155.0,191.0
variant_24167,248.0,44.0,5.0,7.0
variant_24168,825.0,100.0,52.0,60.0
variant_24169,326.0,28.0,13.0,20.0
variant_24170,552.0,71.0,49.0,37.0
variant_24171,124.0,16.0,110.0,48.0
variant_24172,364.0,70.0,102.0,58.0
variant_24173,235.0,16.0,8.0,0.0
variant_24174,598.0,67.0,111.0,105.0
variant_24175,671.0,73.0,12.0,13.0
variant_24176,630.0,90.0,110.0,146.0
variant_24177,1785.0,200.0,406.0,372.0
variant_24178,137.0,10.0,3.0,0.0
variant_24179,905.0,49.0,58.0,35.0
variant_24180,374.0,96.0,67.0,89.0
variant_24181,212.0,21.0,51.0,16.0
variant_24182,277.0,14.0,13.0,12.0
variant_24183,232.0,32.0,0.0,16.0
variant_24184,1260.0,192.0,184.0,98.0
variant_24185,1365.0,288.0,258.0,231.0
variant_24186,103.0,0.0,0.0,0.0
variant_24187,1215.0,285.0,507.0,511.0
variant_24188,367.0,22.0,20.0,7.0
variant_24189,286.0,38.0,9.0,6.0
variant_24190,349.0,32.0,4.0,5.0
variant_24191,160.0,31.0,53.0,26.0
variant_24192,725.0,184.0,456.0,385.0
variant_24193,727.0,241.0,236.0,221.0
variant_24194,12.0,18.0,9.0,7.0
variant_24195,897.0,96.0,106.0,48.0
variant_24196,1088.0,237.0,335.0,211.0
variant_24197,1075.0,225.0,399.0,411.0
variant_24198,10728.0,1501.0,1757.0,1341.0
variant_24199,697.0,76.0,62.0,18.0
variant_24200,372.0,35.0,78.0,61.0
variant_24201,349.0,51.0,54.0,32.0
variant_24202,390.0,55.0,55.0,62.0
variant_24203,81.0,21.0,0.0,0.0
variant_24204,933.0,166.0,357.0,286.0
variant_24205,1036.0,273.0,619.0,494.0
variant_24206,1479.0,209.0,387.0,343.0
variant_24207,2680.0,492.0,725.0,536.0
variant_24208,167.0,16.0,13.0,7.0
variant_24209,1473.0,292.0,357.0,257.0
variant_24210,649.0,118.0,159.0,165.0
variant_24211,14.0,0.0,0.0,0.0
variant_24212,106.0,23.0,10.0,14.0
variant_24213,1843.0,438.0,754.0,785.0
variant_24214,279.0,35.0,105.0,84.0
variant_24215,803.0,99.0,99.0,126.0
variant_24216,983.0,153.0,172.0,158.0
variant_24217,191.0,11.0,24.0,12.0
variant_24218,411.0,84.0,89.0,101.0
variant_24219,307.0,45.0,43.0,45.0
variant_24220,268.0,8.0,27.0,0.0
variant_24221,263.0,10.0,20.0,1.0
variant_24222,387.0,77.0,61.0,76.0
variant_24223,99.0,3.0,0.0,0.0
variant_24224,147.0,3.0,13.0,0.0
variant_24225,1669.0,383.0,513.0,332.0
variant_24226,160.0,29.0,26.0,15.0
variant_24227,114.0,13.0,9.0,0.0
variant_24228,275.0,68.0,38.0,59.0
variant_24229,120.0,1.0,7.0,26.0
variant_24230,1264.0,195.0,316.0,211.0
variant_24231,821.0,240.0,302.0,168.0
variant_24232,1518.0,232.0,394.0,394.0
variant_24233,468.0,26.0,3.0,14.0
variant_24234,38.0,0.0,0.0,0.0
variant_24235,206.0,7.0,24.0,21.0
variant_24236,822.0,100.0,70.0,46.0
variant_24237,292.0,72.0,114.0,98.0
variant_24238,145.0,6.0,0.0,5.0
variant_24239,410.0,69.0,10.0,8.0
variant_24240,1399.0,240.0,488.0,264.0
variant_24241,252.0,25.0,28.0,4.0
variant_24242,164.0,52.0,44.0,46.0
variant_24243,1488.0,269.0,258.0,254.0
variant_24244,606.0,163.0,246.0,228.0
variant_24245,487.0,34.0,48.0,31.0
variant_24246,56.0,3.0,0.0,0.0
variant_24247,1223.0,230.0,339.0,328.0
variant_24248,643.0,57.0,26.0,20.0
variant_24249,533.0,93.0,137.0,118.0
variant_24250,166.0,20.0,0.0,5.0
variant_24251,125.0,25.0,17.0,0.0
variant_24252,2507.0,474.0,614.0,654.0
variant_24253,282.0,22.0,9.0,1.0
variant_24254,66.0,14.0,22.0,32.0
variant_24255,48.0,2.0,0.0,0.0
variant_24256,712.0,281.0,399.0,434.0
variant_24257,7103.0,1299.0,1510.0,1414.0
variant_24258,772.0,153.0,249.0,151.0
variant_24259,26.0,0.0,0.0,0.0
variant_24260,224.0,38.0,17.0,2.0
variant_24261,822.0,147.0,171.0,123.0
variant_24262,544.0,91.0,60.0,16.0
variant_24263,334.0,49.0,31.0,4.0
variant_24264,1794.0,294.0,269.0,319.0
variant_24265,675.0,111.0,25.0,99.0
variant_24266,1174.0,330.0,394.0,256.0
variant_24267,468.0,130.0,110.0,82.0
variant_24268,839.0,113.0,180.0,211.0
variant_24269,305.0,20.0,1.0,3.0
variant_24270,502.0,125.0,263.0,234.0
variant_24271,846.0,203.0,210.0,175.0
variant_24272,91.0,12.0,9.0,0.0
variant_24273,109.0,4.0,0.0,7.0
variant_24274,535.0,63.0,18.0,8.0
variant_24275,1456.0,397.0,892.0,454.0
variant_24276,339.0,103.0,86.0,72.0
variant_24277,261.0,55.0,64.0,76.0
variant_24278,141.0,16.0,7.0,11.0
variant_24279,346.0,40.0,2.0,4.0
variant_24280,2050.0,322.0,345.0,227.0
variant_24281,125.0,23.0,11.0,1.0
variant_24282,146.0,37.0,14.0,4.0
variant_24283,338.0,64.0,23.0,20.0
variant_24284,9432.0,1333.0,1442.0,1103.0
variant_24285,594.0,86.0,83.0,50.0
variant_24286,517.0,8.0,0.0,0.0
variant_24287,1578.0,21.0,0.0,0.0
variant_24288,280.0,26.0,19.0,1.0
variant_24289,287.0,26.0,25.0,8.0
variant_24290,125.0,4.0,0.0,0.0
variant_24291,633.0,211.0,264.0,165.0
variant_24292,14.0,0.0,0.0,0.0
variant_24293,79.0,19.0,9.0,7.0
variant_24294,40.0,17.0,5.0,0.0
variant_24295,246.0,76.0,80.0,22.0
variant_24296,28.0,11.0,82.0,26.0
variant_24297,628.0,66.0,84.0,65.0
variant_24298,430.0,25.0,3.0,16.0
variant_24299,88.0,21.0,29.0,11.0
variant_24300,694.0,142.0,158.0,224.0
variant_24301,83.0,24.0,15.0,3.0
variant_24302,76.0,0.0,1.0,0.0
variant_24303,117.0,17.0,41.0,70.0
variant_24304,146.0,36.0,14.0,0.0
variant_24305,282.0,49.0,39.0,24.0
variant_24306,280.0,37.0,3.0,11.0
variant_24307,112.0,12.0,31.0,67.0
variant_24308,857.0,127.0,67.0,104.0
variant_24309,394.0,19.0,10.0,6.0
variant_24310,526.0,62.0,102.0,78.0
variant_24311,274.0,148.0,469.0,510.0
variant_24312,909.0,178.0,536.0,686.0
variant_24313,184.0,14.0,2.0,3.0
variant_24314,261.0,26.0,25.0,15.0
variant_24315,173.0,10.0,3.0,6.0
variant_24316,409.0,87.0,172.0,83.0
variant_24317,521.0,33.0,20.0,27.0
variant_24318,257.0,45.0,17.0,5.0
variant_24319,66.0,0.0,3.0,0.0
variant_24320,184.0,5.0,26.0,30.0
variant_24321,382.0,58.0,180.0,111.0
variant_24322,224.0,16.0,0.0,2.0
variant_24323,61.0,18.0,28.0,13.0
variant_24324,2129.0,385.0,541.0,617.0
variant_24325,244.0,5.0,3.0,3.0
variant_24326,487.0,84.0,91.0,45.0
variant_24327,370.0,119.0,111.0,67.0
variant_24328,349.0,8.0,29.0,6.0
variant_24329,26.0,1.0,8.0,0.0
variant_24330,397.0,78.0,110.0,110.0
variant_24331,313.0,28.0,12.0,7.0
variant_24332,460.0,78.0,93.0,77.0
variant_24333,605.0,41.0,10.0,16.0
variant_24334,1247.0,102.0,77.0,44.0
variant_24335,60.0,5.0,2.0,1.0
variant_24336,3409.0,542.0,749.0,626.0
variant_24337,347.0,30.0,86.0,52.0
variant_24338,627.0,121.0,162.0,206.0
variant_24339,237.0,24.0,33.0,32.0
variant_24340,37.0,5.0,5.0,0.0
variant_24341,518.0,122.0,58.0,64.0
variant_24342,375.0,41.0,41.0,4.0
variant_24343,2522.0,437.0,677.0,401.0
variant_24344,248.0,92.0,151.0,123.0
variant_24345,201.0,39.0,28.0,38.0
variant_24346,435.0,74.0,6.0,9.0
variant_24347,664.0,82.0,93.0,14.0
variant_24348,552.0,83.0,67.0,27.0
variant_24349,5078.0,832.0,969.0,1023.0
variant_24350,708.0,67.0,67.0,65.0
variant_24351,518.0,52.0,22.0,30.0
variant_24352,481.0,27.0,13.0,12.0
variant_24353,268.0,15.0,0.0,2.0
variant_24354,20.0,4.0,0.0,0.0
variant_24355,148.0,44.0,1.0,4.0
variant_24356,616.0,128.0,112.0,76.0
variant_24357,1997.0,475.0,576.0,445.0
variant_24358,599.0,76.0,57.0,42.0
variant_24359,338.0,77.0,172.0,128.0
variant_24360,157.0,16.0,15.0,23.0
variant_24361,43.0,16.0,15.0,1.0
variant_24362,575.0,31.0,20.0,29.0
variant_24363,67.0,4.0,0.0,0.0
variant_24364,362.0,52.0,45.0,53.0
variant_24365,644.0,96.0,252.0,213.0
variant_24366,590.0,75.0,152.0,117.0
variant_24367,144.0,1.0,4.0,8.0
variant_24368,38.0,0.0,0.0,0.0
variant_24369,1144.0,186.0,149.0,245.0
variant_24370,221.0,54.0,15.0,7.0
variant_24371,729.0,121.0,101.0,93.0
variant_24372,140.0,1.0,0.0,7.0
variant_24373,454.0,97.0,159.0,169.0
variant_24374,446.0,39.0,7.0,11.0
variant_24375,901.0,258.0,386.0,440.0
variant_24376,611.0,129.0,216.0,177.0
variant_24377,69.0,27.0,10.0,16.0
variant_24378,1023.0,159.0,324.0,151.0
variant_24379,301.0,37.0,62.0,16.0
variant_24380,100.0,12.0,2.0,16.0
variant_24381,291.0,27.0,7.0,0.0
variant_24382,235.0,33.0,5.0,16.0
variant_24383,64.0,9.0,0.0,0.0
variant_24384,288.0,15.0,4.0,0.0
variant_24385,663.0,52.0,0.0,28.0
variant_24386,50.0,22.0,49.0,15.0
variant_24387,690.0,95.0,145.0,57.0
variant_24388,92.0,5.0,0.0,0.0
variant_24389,280.0,26.0,61.0,56.0
variant_24390,48.0,15.0,6.0,2.0
variant_24391,615.0,43.0,50.0,17.0
variant_24392,67.0,8.0,0.0,1.0
variant_24393,305.0,9.0,8.0,16.0
variant_24394,32.0,4.0,0.0,4.0
variant_24395,2047.0,405.0,510.0,433.0
variant_24396,461.0,82.0,201.0,107.0
variant_24397,235.0,11.0,23.0,12.0
variant_24398,366.0,36.0,36.0,19.0
variant_24399,215.0,34.0,14.0,13.0
variant_24400,285.0,18.0,30.0,20.0
variant_24401,476.0,73.0,102.0,96.0
variant_24402,528.0,70.0,125.0,109.0
variant_24403,547.0,39.0,14.0,8.0
variant_24404,156.0,55.0,0.0,13.0
variant_24405,283.0,32.0,21.0,16.0
variant_24406,477.0,72.0,28.0,30.0
variant_24407,231.0,79.0,58.0,73.0
variant_24408,1080.0,249.0,260.0,385.0
variant_24409,1750.0,455.0,638.0,433.0
variant_24410,616.0,181.0,199.0,160.0
variant_24411,650.0,139.0,129.0,70.0
variant_24412,1431.0,249.0,484.0,319.0
variant_24413,1068.0,239.0,498.0,458.0
variant_24414,410.0,22.0,0.0,7.0
variant_24415,574.0,137.0,104.0,155.0
variant_24416,1538.0,422.0,622.0,491.0
variant_24417,135.0,16.0,0.0,1.0
variant_24418,614.0,80.0,107.0,83.0
variant_24419,433.0,51.0,15.0,8.0
variant_24420,171.0,6.0,8.0,1.0
variant_24421,197.0,17.0,33.0,5.0
variant_24422,64.0,7.0,0.0,0.0
variant_24423,1038.0,180.0,184.0,221.0
variant_24424,7.0,0.0,0.0,0.0
variant_24425,593.0,121.0,358.0,236.0
variant_24426,1052.0,117.0,83.0,103.0
variant_24427,1337.0,215.0,238.0,327.0
variant_24428,208.0,20.0,21.0,1.0
variant_24429,1517.0,164.0,66.0,58.0
variant_24430,43.0,4.0,0.0,0.0
variant_24431,772.0,156.0,171.0,205.0
variant_24432,152.0,31.0,94.0,29.0
variant_24433,1140.0,178.0,130.0,113.0
variant_24434,564.0,112.0,100.0,25.0
variant_24435,403.0,25.0,1.0,4.0
variant_24436,370.0,77.0,64.0,32.0
variant_24437,987.0,186.0,224.0,212.0
variant_24438,13.0,0.0,0.0,0.0
variant_24439,350.0,41.0,5.0,1.0
variant_24440,1092.0,214.0,433.0,371.0
variant_24441,214.0,33.0,5.0,8.0
variant_24442,66.0,14.0,5.0,0.0
variant_24443,1397.0,167.0,334.0,260.0
variant_24444,885.0,117.0,65.0,30.0
variant_24445,983.0,114.0,135.0,118.0
variant_24446,303.0,28.0,31.0,11.0
variant_24447,1146.0,169.0,233.0,233.0
variant_24448,1010.0,162.0,137.0,136.0
variant_24449,24.0,3.0,0.0,0.0
variant_24450,914.0,103.0,82.0,37.0
variant_24451,3119.0,409.0,200.0,262.0
variant_24452,265.0,19.0,0.0,3.0
variant_24453,43.0,0.0,2.0,0.0
variant_24454,1237.0,314.0,310.0,182.0
variant_24455,231.0,43.0,0.0,13.0
variant_24456,1535.0,172.0,153.0,134.0
variant_24457,513.0,88.0,83.0,41.0
variant_24458,385.0,39.0,25.0,30.0
variant_24459,8158.0,1398.0,1603.0,1179.0
variant_24460,133.0,0.0,0.0,0.0
variant_24461,4394.0,644.0,710.0,489.0
variant_24462,115.0,18.0,0.0,0.0
variant_24463,2217.0,469.0,406.0,225.0
variant_24464,3255.0,527.0,799.0,531.0
variant_24465,4284.0,675.0,604.0,608.0
variant_24466,47.0,6.0,0.0,0.0
variant_24467,125.0,80.0,42.0,30.0
variant_24468,340.0,59.0,148.0,106.0
variant_24469,50.0,4.0,0.0,0.0
variant_24470,821.0,136.0,52.0,81.0
variant_24471,1056.0,87.0,33.0,51.0
variant_24472,1595.0,313.0,528.0,295.0
variant_24473,589.0,30.0,17.0,2.0
variant_24474,245.0,11.0,6.0,4.0
variant_24475,182.0,19.0,21.0,2.0
variant_24476,235.0,16.0,11.0,5.0
variant_24477,1063.0,109.0,149.0,109.0
variant_24478,227.0,30.0,12.0,20.0
variant_24479,111.0,22.0,20.0,3.0
variant_24480,251.0,38.0,3.0,10.0
variant_24481,1343.0,287.0,384.0,222.0
variant_24482,16.0,11.0,0.0,0.0
variant_24483,32.0,32.0,36.0,71.0
variant_24484,5027.0,750.0,1079.0,725.0
variant_24485,69.0,0.0,0.0,0.0
variant_24486,429.0,82.0,22.0,35.0
variant_24487,3603.0,459.0,500.0,601.0
variant_24488,373.0,63.0,35.0,39.0
variant_24489,1508.0,230.0,177.0,75.0
variant_24490,1104.0,225.0,250.0,202.0
variant_24491,1324.0,167.0,230.0,137.0
variant_24492,94.0,14.0,0.0,3.0
variant_24493,161.0,2.0,0.0,6.0
variant_24494,465.0,15.0,10.0,0.0
variant_24495,1358.0,76.0,68.0,39.0
variant_24496,86.0,5.0,2.0,5.0
variant_24497,1572.0,601.0,1701.0,1650.0
variant_24498,810.0,179.0,209.0,116.0
variant_24499,169.0,22.0,8.0,2.0
variant_24500,5619.0,795.0,1094.0,640.0
variant_24501,397.0,51.0,2.0,4.0
variant_24502,1753.0,261.0,238.0,171.0
variant_24503,645.0,127.0,203.0,59.0
variant_24504,1637.0,139.0,191.0,121.0
variant_24505,323.0,37.0,12.0,7.0
variant_24506,1504.0,120.0,34.0,37.0
variant_24507,436.0,28.0,26.0,35.0
variant_24508,1025.0,97.0,71.0,72.0
variant_24509,1641.0,198.0,100.0,78.0
variant_24510,844.0,58.0,23.0,10.0
variant_24511,1086.0,220.0,241.0,185.0
variant_24512,229.0,48.0,28.0,68.0
variant_24513,3134.0,361.0,246.0,207.0
variant_24514,182.0,31.0,88.0,104.0
variant_24515,1719.0,290.0,246.0,210.0
variant_24516,126.0,7.0,11.0,0.0
variant_24517,1882.0,206.0,213.0,176.0
variant_24518,967.0,148.0,231.0,253.0
variant_24519,83.0,4.0,0.0,2.0
variant_24520,5105.0,904.0,753.0,775.0
variant_24521,204.0,52.0,38.0,13.0
variant_24522,10.0,0.0,0.0,4.0
variant_24523,1501.0,307.0,347.0,201.0
variant_24524,214.0,11.0,12.0,8.0
variant_24525,3775.0,619.0,1153.0,770.0
variant_24526,65.0,10.0,2.0,0.0
variant_24527,3251.0,309.0,125.0,66.0
variant_24528,2383.0,167.0,41.0,10.0
variant_24529,485.0,49.0,0.0,5.0
variant_24530,228.0,19.0,0.0,2.0
variant_24531,1811.0,170.0,83.0,79.0
variant_24532,2507.0,142.0,81.0,62.0
variant_24533,425.0,6.0,5.0,1.0
variant_24534,23.0,0.0,0.0,0.0
variant_24535,241.0,67.0,60.0,23.0
variant_24536,471.0,33.0,19.0,10.0
variant_24537,3311.0,288.0,297.0,282.0
variant_24538,366.0,22.0,11.0,2.0
variant_24539,1425.0,276.0,290.0,285.0
variant_24540,5006.0,731.0,1005.0,630.0
variant_24541,1266.0,118.0,190.0,204.0
variant_24542,993.0,135.0,152.0,151.0
variant_24543,7060.0,1139.0,1129.0,885.0
variant_24544,246.0,41.0,11.0,16.0
variant_24545,179.0,69.0,116.0,92.0
variant_24546,814.0,201.0,349.0,183.0
